"(5955337179846162144,)",0,1,0,24,0,144
"(1169347689335808384,)",0,1,0,24,0,144
"(3739729523266121270,)",0,1,0,24,0,144
"(4430370444829587327,)",0,1,0,24,0,144
"(1912555533282230523,)",0,1,0,24,0,144
"(5489547402882838709,)",0,1,0,24,0,144
"(759601765366096871,)",0,1,0,24,0,144
"(5627904252074297008,)",0,1,0,24,0,144
"(2651685499613063745,)",0,1,0,24,0,144
"(5043046815492880667,)",0,1,0,24,0,144
"(2367299134091594697,)",0,1,0,24,0,144
"(6613902849003357359,)",0,1,0,24,0,144
"(1396650693591399695,)",0,1,0,24,0,144
"(837699569013981799,)",0,1,0,24,0,144
"(2057963137235512954,)",0,1,0,24,0,144
"(6108568838704593560,)",0,1,0,24,0,144
"(7815590034868021689,)",0,1,0,24,0,144
"(7493928216510270665,)",0,1,0,24,0,144
"(7961038966240415760,)",0,1,0,24,0,144
"(605803287923472894,)",0,1,0,24,0,144
"(5278384915350904550,)",0,1,0,24,0,144
"(8494749731668571682,)",0,1,0,24,0,144
"(4858828967449392712,)",0,1,0,24,0,144
"(7555752115160416405,)",0,1,0,24,0,144
"(8625022238145771938,)",0,1,0,24,0,144
"(4159147177864939740,)",0,1,0,24,0,144
"(8157355919956132858,)",0,1,0,24,0,144
"(3595154674145356045,)",0,1,0,24,0,144
"(5693932324957995427,)",0,1,0,24,0,144
"(8631502755712457479,)",0,1,0,24,0,144
"(7369215549436595643,)",0,1,0,24,0,144
"(5733393565264082443,)",0,1,0,24,0,144
"(4681743429609749121,)",0,1,0,24,0,144
"(2567728765809290933,)",0,1,0,24,0,144
"(284239040495575980,)",0,1,0,24,0,144
"(6656463669299127947,)",0,1,0,24,0,144
"(9184109988854973601,)",0,1,0,24,0,144
"(6031574077635056029,)",0,1,0,24,0,144
"(9111813718630350474,)",0,1,0,24,0,144
"(8750493480383302874,)",0,1,0,24,0,144
"(3048405945625600463,)",0,1,0,24,0,144
"(3983786718839842887,)",0,1,0,24,0,144
"(5047154360023757128,)",0,1,0,24,0,144
"(7933946190613920010,)",0,1,0,24,0,144
"(379226339704530410,)",0,1,0,24,0,144
"(1253356761818562621,)",0,1,0,24,0,144
"(4755926456158904833,)",0,1,0,24,0,144
"(8803894796084290585,)",0,1,0,24,0,144
"(6836033035108373086,)",0,1,0,24,0,144
"(2639750514662973687,)",0,1,0,24,0,144
"(1040732551176103056,)",0,1,0,24,0,144
"(8304911926566338483,)",0,1,0,24,0,144
"(3361278033591045661,)",0,1,0,24,0,144
"(2601623541509400542,)",0,1,0,24,0,144
"(8207758013351082541,)",0,1,0,24,0,144
"(4249300502744464539,)",0,1,0,24,0,144
"(881974164067848799,)",0,1,0,24,0,144
"(4031771205466256346,)",0,1,0,24,0,144
"(8117247589549708019,)",0,1,0,24,0,144
"(5223121655148958959,)",0,1,0,24,0,144
"(5281145666427062582,)",0,1,0,24,0,144
"(7103249743888768279,)",0,1,0,24,0,144
"(6937872202603482963,)",0,1,0,24,0,144
"(4359897525988670130,)",0,1,0,24,0,144
"(8668949117244880140,)",0,1,0,24,0,144
"(329697652999698776,)",0,1,0,24,0,144
"(2873839205725435068,)",0,1,0,24,0,144
"(1634983772484395625,)",0,1,0,24,0,144
"(8754037299794781932,)",0,1,0,24,0,144
"(8478659457975884995,)",0,1,0,24,0,144
"(3173528025538718452,)",0,1,0,24,0,144
"(1172776965412058288,)",0,1,0,24,0,144
"(8050904836920798206,)",0,1,0,24,0,144
"(3485383537492459194,)",0,1,0,24,0,144
"(7791569942019889767,)",0,1,0,24,0,144
"(7647796266115725856,)",0,1,0,24,0,144
"(7372385631979013974,)",0,1,0,24,0,144
"(1886094822273762805,)",0,1,0,24,0,144
"(1921227243936268124,)",0,1,0,24,0,144
"(2670800031826856367,)",0,1,0,24,0,144
"(2529970021684233025,)",0,1,0,24,0,144
"(3390153829311738919,)",0,1,0,24,0,144
"(2723172216807087715,)",0,1,0,24,0,144
"(3457174951287490032,)",0,1,0,24,0,144
"(1557691556894768738,)",0,1,0,24,0,144
"(4395688375231610603,)",0,1,0,24,0,144
"(3480535111316179789,)",0,1,0,24,0,144
"(8080175208160124283,)",0,1,0,24,0,144
"(4894791864539115200,)",0,1,0,24,0,144
"(6529727365761998945,)",0,1,0,24,0,144
"(2937297056410899541,)",0,1,0,24,0,144
"(7257064183173214729,)",0,1,0,24,0,144
"(3151529852031249810,)",0,1,0,24,0,144
"(8258804424046746943,)",0,1,0,24,0,144
"(6614523831540505463,)",0,1,0,24,0,144
"(1826435698432426239,)",0,1,0,24,0,144
"(4333246355539626670,)",0,1,0,24,0,144
"(4644728874609587438,)",0,1,0,24,0,144
"(646862635677872649,)",0,1,0,24,0,144
"(3762462515785465924,)",0,1,0,24,0,144
"(7150774588280614833,)",0,1,0,24,0,144
"(8345736932152836262,)",0,1,0,24,0,144
"(6807898943856172607,)",0,1,0,24,0,144
"(1666841521765803410,)",0,1,0,24,0,144
"(333363422900954809,)",0,1,0,24,0,144
"(8957614279107724771,)",0,1,0,24,0,144
"(5945586020471081479,)",0,1,0,24,0,144
"(6472421132249756772,)",0,1,0,24,0,144
"(7761606104561337031,)",0,1,0,24,0,144
"(838975604215828311,)",0,1,0,24,0,144
"(3266261351669573692,)",0,1,0,24,0,144
"(2795813457317920490,)",0,1,0,24,0,144
"(4605930245483207319,)",0,1,0,24,0,144
"(2962311335535390960,)",0,1,0,24,0,144
"(7268756666846583478,)",0,1,0,24,0,144
"(1630572092685790853,)",0,1,0,24,0,144
"(8937336970477990571,)",0,1,0,24,0,144
"(5573042382995353167,)",0,1,0,24,0,144
"(2919034318358144116,)",0,1,0,24,0,144
"(1069175913867471706,)",0,1,0,24,0,144
"(875843728245815497,)",0,1,0,24,0,144
"(674181715362434303,)",0,1,0,24,0,144
"(6919205629015311844,)",0,1,0,24,0,144
"(5833524886918537002,)",0,1,0,24,0,144
"(895776572353408414,)",0,1,0,24,0,144
"(3128372722755492220,)",0,1,0,24,0,144
"(7623827925406279462,)",0,1,0,24,0,144
"(7380452304013001940,)",0,1,0,24,0,144
"(4735020268815610999,)",0,1,0,24,0,144
"(4379354991255025015,)",0,1,0,24,0,144
"(586828640680309708,)",0,1,0,24,0,144
"(4411708924362315807,)",0,1,0,24,0,144
"(3602624699088147408,)",0,1,0,24,0,144
"(808823578625004293,)",0,1,0,24,0,144
"(4537118630493879732,)",0,1,0,24,0,144
"(6768421287930768369,)",0,1,0,24,0,144
"(5204205417198497707,)",0,1,0,24,0,144
"(6218610446218045507,)",0,1,0,24,0,144
"(4038122761946492291,)",0,1,0,24,0,144
"(4521472232575735964,)",0,1,0,24,0,144
"(6164497053337196872,)",0,1,0,24,0,144
"(2746426715779371861,)",0,1,0,24,0,144
"(3592833730880444385,)",0,1,0,24,0,144
"(6084129894248182147,)",0,1,0,24,0,144
"(2968757472314064027,)",0,1,0,24,0,144
"(6864988578947949086,)",0,1,0,24,0,144
"(2341975151855811674,)",0,1,0,24,0,144
"(1545419770545519833,)",0,1,0,24,0,144
"(3984770485507574882,)",0,1,0,24,0,144
"(6608528256001332810,)",0,1,0,24,0,144
"(2973766607541934236,)",0,1,0,24,0,144
"(4079089274955837207,)",0,1,0,24,0,144
"(4398082883008351949,)",0,1,0,24,0,144
"(8191797924941731759,)",0,1,0,24,0,144
"(2662551240879654986,)",0,1,0,24,0,144
"(6891979499390404721,)",0,1,0,24,0,144
"(6740922013757682995,)",0,1,0,24,0,144
"(7995554789749200173,)",0,1,0,24,0,144
"(7220973262594195425,)",0,1,0,24,0,144
"(2547992708873404100,)",0,1,0,24,0,144
"(4783594666522589213,)",0,1,0,24,0,144
"(3427928602063028232,)",0,1,0,24,0,144
"(3871342332526523326,)",0,1,0,24,0,144
"(4015395599881112256,)",0,1,0,24,0,144
"(1404363152012971654,)",0,1,0,24,0,144
"(2097768219460516447,)",0,1,0,24,0,144
"(504331488096931942,)",0,1,0,24,0,144
"(774816811015287446,)",0,1,0,24,0,144
"(7223258670951219118,)",0,1,0,24,0,144
"(4467068553511405146,)",0,1,0,24,0,144
"(2107578749059541867,)",0,1,0,24,0,144
"(5542499542228920905,)",0,1,0,24,0,144
"(5036997234964374401,)",0,1,0,24,0,144
"(7184588537939096369,)",0,1,0,24,0,144
"(3261499711683468740,)",0,1,0,24,0,144
"(4336560822635846731,)",0,1,0,24,0,144
"(5750671646927722816,)",0,1,0,24,0,144
"(5219832925489842912,)",0,1,0,24,0,144
"(6034454880939136883,)",0,1,0,24,0,144
"(1209276477146037485,)",0,1,0,24,0,144
"(8915497710891717822,)",0,1,0,24,0,144
"(8335674997994907960,)",0,1,0,24,0,144
"(8911368470440272064,)",0,1,0,24,0,144
"(8315395491061125019,)",0,1,0,24,0,144
"(1670544066363019946,)",0,1,0,24,0,144
"(3211772869478790020,)",0,1,0,24,0,144
"(3851218396063293521,)",0,1,0,24,0,144
"(377793925363054037,)",0,1,0,24,0,144
"(1166676227748031010,)",0,1,0,24,0,144
"(3794745111072104224,)",0,1,0,24,0,144
"(2454029148522845822,)",0,1,0,24,0,144
"(2123709446545200911,)",0,1,0,24,0,144
"(572367105408911827,)",0,1,0,24,0,144
"(4418964457147479291,)",0,1,0,24,0,144
"(2997579043198108695,)",0,1,0,24,0,144
"(438626569442631056,)",0,1,0,24,0,144
"(1300195604760986700,)",0,1,0,24,0,144
"(22284400831843180,)",0,1,0,24,0,144
"(4169529855775714048,)",0,1,0,24,0,144
"(2422785024605135486,)",0,1,0,24,0,144
"(7293080882699237692,)",0,1,0,24,0,144
"(3283492708296652331,)",0,1,0,24,0,144
"(9204962793113048005,)",0,1,0,24,0,144
"(8190956604937856935,)",0,1,0,24,0,144
"(12572597046904092,)",0,1,0,24,0,144
"(2720338911902135987,)",0,1,0,24,0,144
"(1964438083180033038,)",0,1,0,24,0,144
"(6037899105612538467,)",0,1,0,24,0,144
"(734323051093970964,)",0,1,0,24,0,144
"(3919389831997155147,)",0,1,0,24,0,144
"(5658462824509404128,)",0,1,0,24,0,144
"(8177720468539840951,)",0,1,0,24,0,144
"(5159224775776161342,)",0,1,0,24,0,144
"(6908316526509204317,)",0,1,0,24,0,144
"(3365112782906864805,)",0,1,0,24,0,144
"(869150141145156759,)",0,1,0,24,0,144
"(305363387441199517,)",0,1,0,24,0,144
"(997236235537428986,)",0,1,0,24,0,144
"(5871853780593130581,)",0,1,0,24,0,144
"(7135524174341196737,)",0,1,0,24,0,144
"(1394442644196079980,)",0,1,0,24,0,144
"(3747425348180577836,)",0,1,0,24,0,144
"(520015528942543172,)",0,1,0,24,0,144
"(2318974247451405361,)",0,1,0,24,0,144
"(7435565125869901349,)",0,1,0,24,0,144
"(7312749566689098421,)",0,1,0,24,0,144
"(2225219938220197351,)",0,1,0,24,0,144
"(4476869609123006590,)",0,1,0,24,0,144
"(4213908551193210953,)",0,1,0,24,0,144
"(1587477617198682096,)",0,1,0,24,0,144
"(6642226438879069200,)",0,1,0,24,0,144
"(4395651411285274624,)",0,1,0,24,0,144
"(8705773233781333649,)",0,1,0,24,0,144
"(6957083785738308678,)",0,1,0,24,0,144
"(3442819202743257753,)",0,1,0,24,0,144
"(8452777618327034567,)",0,1,0,24,0,144
"(8235697395119495581,)",0,1,0,24,0,144
"(3727388910970924909,)",0,1,0,24,0,144
"(9120820641756682904,)",0,1,0,24,0,144
"(763392497407400668,)",0,1,0,24,0,144
"(5101602669688294040,)",0,1,0,24,0,144
"(7086435603849754290,)",0,1,0,24,0,144
"(8259284697786574445,)",0,1,0,24,0,144
"(455892546794002902,)",0,1,0,24,0,144
"(5417817040098224708,)",0,1,0,24,0,144
"(5148120740979132855,)",0,1,0,24,0,144
"(4690649169739490101,)",0,1,0,24,0,144
"(2888096798405660999,)",0,1,0,24,0,144
"(8696038038286752423,)",0,1,0,24,0,144
"(3470900862425905960,)",0,1,0,24,0,144
"(1635446939766206435,)",0,1,0,24,0,144
"(8267923592375072933,)",0,1,0,24,0,144
"(5377438829284291498,)",0,1,0,24,0,144
"(3552741199582169178,)",0,1,0,24,0,144
"(47157457861946118,)",0,1,0,24,0,144
"(7538095597952574524,)",0,1,0,24,0,144
"(5946972083867051183,)",0,1,0,24,0,144
"(832805588784302237,)",0,1,0,24,0,144
"(8262021469770954476,)",0,1,0,24,0,144
"(8766210349431611465,)",0,1,0,24,0,144
"(5524798464292066453,)",0,1,0,24,0,144
"(4772969502332673731,)",0,1,0,24,0,144
"(789887362181120709,)",0,1,0,24,0,144
"(9180605269446109669,)",0,1,0,24,0,144
"(529576847534058093,)",0,1,0,24,0,144
"(5616679962071175485,)",0,1,0,24,0,144
"(5332157939881542521,)",0,1,0,24,0,144
"(9057426267913393193,)",0,1,0,24,0,144
"(6654163885034420297,)",0,1,0,24,0,144
"(1744483568407217219,)",0,1,0,24,0,144
"(267404321924500393,)",0,1,0,24,0,144
"(1784034335481747558,)",0,1,0,24,0,144
"(3648537204824103115,)",0,1,0,24,0,144
"(570004961483694663,)",0,1,0,24,0,144
"(6833201851828843752,)",0,1,0,24,0,144
"(1689984988800150859,)",0,1,0,24,0,144
"(3565831738235015999,)",0,1,0,24,0,144
"(6461395558733160426,)",0,1,0,24,0,144
"(1777282730371939903,)",0,1,0,24,0,144
"(1937538723965003587,)",0,1,0,24,0,144
"(1808989152641637846,)",0,1,0,24,0,144
"(3135240072047027779,)",0,1,0,24,0,144
"(6229719287924297334,)",0,1,0,24,0,144
"(7435903762580226016,)",0,1,0,24,0,144
"(173008600959739084,)",0,1,0,24,0,144
"(4565647203555971306,)",0,1,0,24,0,144
"(3138536121858156832,)",0,1,0,24,0,144
"(4061572316682445820,)",0,1,0,24,0,144
"(4670600325857127004,)",0,1,0,24,0,144
"(2540298773612420171,)",0,1,0,24,0,144
"(8856540638510260904,)",0,1,0,24,0,144
"(4766824697735125732,)",0,1,0,24,0,144
"(6434273721932976366,)",0,1,0,24,0,144
"(200167416351454357,)",0,1,0,24,0,144
"(5208458680085208410,)",0,1,0,24,0,144
"(4363173458055484635,)",0,1,0,24,0,144
"(5795061856826115010,)",0,1,0,24,0,144
"(6900503045082626780,)",0,1,0,24,0,144
"(2932579304093439013,)",0,1,0,24,0,144
"(9176290774634823041,)",0,1,0,24,0,144
"(901663360965797831,)",0,1,0,24,0,144
"(7771293565212721563,)",0,1,0,24,0,144
"(6829642666030393819,)",0,1,0,24,0,144
"(4712766658155927281,)",0,1,0,24,0,144
"(3179301914948517223,)",0,1,0,24,0,144
"(8469745967768965069,)",0,1,0,24,0,144
"(758519570375246396,)",0,1,0,24,0,144
"(2261418091905381714,)",0,1,0,24,0,144
"(1748484963257356304,)",0,1,0,24,0,144
"(1291616343717800594,)",0,1,0,24,0,144
"(2832816835981192335,)",0,1,0,24,0,144
"(6550872265195825149,)",0,1,0,24,0,144
"(554867581952741474,)",0,1,0,24,0,144
"(8008203353008736898,)",0,1,0,24,0,144
"(3575642812735682569,)",0,1,0,24,0,144
"(7232252472638076370,)",0,1,0,24,0,144
"(1312468396215948841,)",0,1,0,24,0,144
"(8656974969835091987,)",0,1,0,24,0,144
"(1280895621280357418,)",0,1,0,24,0,144
"(1168158950802293436,)",0,1,0,24,0,144
"(231472248821231732,)",0,1,0,24,0,144
"(1213381968396960584,)",0,1,0,24,0,144
"(871696124274661954,)",0,1,0,24,0,144
"(8158574425503693718,)",0,1,0,24,0,144
"(8423868630704717172,)",0,1,0,24,0,144
"(7590618677812053672,)",0,1,0,24,0,144
"(6901126760053929802,)",0,1,0,24,0,144
"(3627697585993910104,)",0,1,0,24,0,144
"(4572534727029866113,)",0,1,0,24,0,144
"(731968556305490274,)",0,1,0,24,0,144
"(7799427948315267498,)",0,1,0,24,0,144
"(6358850518527971767,)",0,1,0,24,0,144
"(2252311616296972219,)",0,1,0,24,0,144
"(191331733720214713,)",0,1,0,24,0,144
"(1192951921915455127,)",0,1,0,24,0,144
"(8722530629876555495,)",0,1,0,24,0,144
"(8085741570232635350,)",0,1,0,24,0,144
"(8549361458818026633,)",0,1,0,24,0,144
"(6278766107458876461,)",0,1,0,24,0,144
"(6031267761590356232,)",0,1,0,24,0,144
"(1738942186324521371,)",0,1,0,24,0,144
"(6270949457738422739,)",0,1,0,24,0,144
"(5819319286020376093,)",0,1,0,24,0,144
"(5642497509732673610,)",0,1,0,24,0,144
"(3747618927115039264,)",0,1,0,24,0,144
"(3248296789483413769,)",0,1,0,24,0,144
"(4047403721236143104,)",0,1,0,24,0,144
"(4248854976462323200,)",0,1,0,24,0,144
"(7424505374009570477,)",0,1,0,24,0,144
"(5014360692528129219,)",0,1,0,24,0,144
"(7782672185065414519,)",0,1,0,24,0,144
"(5789400892189485648,)",0,1,0,24,0,144
"(4749681339281475863,)",0,1,0,24,0,144
"(5895262759392115974,)",0,1,0,24,0,144
"(7062408332581606161,)",0,1,0,24,0,144
"(4461353840131243850,)",0,1,0,24,0,144
"(1829038066844761838,)",0,1,0,24,0,144
"(5812126343451879206,)",0,1,0,24,0,144
"(4045915898999171400,)",0,1,0,24,0,144
"(26346307409368308,)",0,1,0,24,0,144
"(6603168413379009589,)",0,1,0,24,0,144
"(8736571289905995723,)",0,1,0,24,0,144
"(8912355661513070122,)",0,1,0,24,0,144
"(9059665149056396283,)",0,1,0,24,0,144
